trade_id,run_id,branch_id,entry_model,stop_mode,exit_mode,direction,signal_time,entry_time,entry_time_msc,entry_bid,entry_ask,entry_price,initial_stop,final_active_stop,risk_points,exit_time,exit_time_msc,exit_bid,exit_ask,exit_price,exit_reason,points,ticks,gross_usd,cost_usd,net_usd,r_multiple,duration_seconds,mae_points,mfe_points,be_applied,lock_applied,entry_atr,equity_usd,peak_equity_usd,drawdown_usd,drawdown_pct_of_initial_risk_bank
155,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.09.12 05:30:00,2025.09.12 06:00:00,1757656800174,24332.75,24333.5,24333.5,24133.5,24551.75,200.0,2025.09.17 02:30:07,1758076207641,24576.5,24577.25,24576.5,OPPOSITE_TRIANGLE,243.0,972.0,486.0,1.2,484.8,1.215,419407,66.5,368.25,False,True,15.732998548820808,1611.2999999999997,1721.6,110.30000000000018,
170,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.09.17 02:00:00,2025.09.17 02:30:07,1758076207641,24576.5,24577.25,24576.5,24776.5,24501.0,200.0,2025.09.17 18:28:12,1758133692358,24500.0,24501.0,24501.0,MFE_GIVEBACK_STOP,75.5,302.0,151.0,1.2,149.8,0.3775,57485,34.75,225.5,False,True,17.671014682971798,1761.0999999999997,1761.0999999999997,0.0,
185,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.09.18 00:30:00,2025.09.18 01:00:00,1758157200171,24619.5,24620.25,24620.25,24420.25,24717.5,200.0,2025.09.19 00:19:37,1758241177574,24717.5,24718.75,24717.5,MFE_GIVEBACK_STOP,97.25,389.0,194.5,1.2,193.3,0.48625,83977,5.5,247.25,False,True,49.06863420133608,1954.3999999999996,1954.3999999999996,0.0,
200,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.09.19 08:30:00,2025.09.19 09:00:00,1758272400000,24760.75,24761.75,24760.75,24960.75,24960.75,200.0,2025.09.21 22:00:00,1758492000059,25353.25,25358.25,24960.75,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,219600,597.5,59.25,False,False,69.54562075469809,1553.1999999999996,1954.3999999999996,401.20000000000005,
215,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.09.21 22:00:00,2025.09.21 22:30:00,1758493800838,25340.0,25340.5,25340.5,25140.5,25140.5,200.0,2025.09.23 19:30:00,1758655800003,25301.5,25302.0,25301.5,OPPOSITE_TRIANGLE,-39.0,-156.0,-78.0,1.2,-79.2,-0.195,162000,93.0,185.75,False,False,92.0382508168257,1473.9999999999995,1954.3999999999996,480.4000000000001,
230,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.09.23 19:00:00,2025.09.23 19:30:00,1758655800003,25301.5,25302.0,25301.5,25501.5,25072.25,200.0,2025.09.25 14:10:51,1758809451502,25069.5,25073.75,25072.25,MFE_GIVEBACK_STOP,229.25,917.0,458.5,1.2,457.3,1.14625,153651,111.5,379.25,False,True,42.69713628667023,1931.2999999999995,1954.3999999999996,23.100000000000136,
245,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.09.28 23:30:00,2025.09.29 00:00:00,1759104000013,25271.0,25271.75,25271.75,25071.75,25323.0,200.0,2025.09.29 16:57:40,1759165060781,25321.5,25324.0,25323.0,MFE_GIVEBACK_STOP,51.25,205.0,102.5,1.2,101.3,0.25625,61060,7.75,201.25,False,True,85.7753794088743,2032.5999999999995,2032.5999999999995,0.0,
260,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.09.30 07:00:00,2025.09.30 07:30:00,1759217400061,25303.25,25304.0,25303.25,25503.25,25503.25,200.0,2025.10.01 11:30:00,1759318200017,25279.25,25279.75,25279.75,OPPOSITE_TRIANGLE,23.5,94.0,47.0,1.2,45.8,0.1175,100800,110.25,169.5,False,False,25.484952844080837,2078.3999999999996,2078.3999999999996,0.0,
275,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.10.01 11:00:00,2025.10.01 11:30:00,1759318200017,25279.25,25279.75,25279.75,25079.75,25529.0,200.0,2025.10.02 13:49:35,1759412975620,25529.0,25529.75,25529.0,MFE_GIVEBACK_STOP,249.25,997.0,498.5,1.2,497.3,1.24625,94775,54.25,399.25,False,True,36.81014516044915,2575.7,2575.7,0.0,
290,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.10.03 12:30:00,2025.10.03 13:00:00,1759496400095,25619.25,25619.75,25619.25,25819.25,25819.25,200.0,2025.10.08 19:51:18,1759953078166,25818.75,25819.25,25819.25,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,456678,200.0,196.5,False,False,23.065011117582305,2174.5,2575.7,401.1999999999998,
305,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.10.08 19:30:00,2025.10.08 20:00:00,1759953600008,25829.0,25829.5,25829.5,25629.5,25629.5,200.0,2025.10.10 10:00:00,1760090400401,25755.0,25755.75,25755.0,OPPOSITE_TRIANGLE,-74.5,-298.0,-149.0,1.2,-150.2,-0.3725,136800,169.5,62.75,False,False,37.47303309423664,2024.3,2575.7,551.3999999999999,
320,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.10.10 09:30:00,2025.10.10 10:00:00,1760090400401,25755.0,25755.75,25755.0,25955.0,25371.0,200.0,2025.10.10 15:45:03,1760111103015,25370.0,25371.0,25371.0,MFE_GIVEBACK_STOP,384.0,1536.0,768.0,1.2,766.8,1.92,20703,132.5,584.0,False,True,29.882447838807423,2791.1,2791.1,0.0,
335,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.10.13 20:00:00,2025.10.13 20:30:03,1760387403504,25415.25,25415.75,25415.75,25215.75,25215.75,200.0,2025.10.14 05:39:09,1760420349595,25215.75,25217.0,25215.75,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,32946,200.0,127.75,False,False,66.23180007554689,2389.9,2791.1,401.1999999999998,
350,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.10.14 13:30:00,2025.10.14 14:00:00,1760450400091,25073.5,25074.75,25073.5,25273.5,25273.5,200.0,2025.10.14 15:44:18,1760456658928,25272.75,25273.5,25273.5,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,6258,200.0,16.75,False,False,84.14436023621322,1988.7,2791.1,802.3999999999999,
365,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,BUY,2025.10.14 16:30:00,2025.10.14 17:00:00,1760461200040,25391.5,25392.0,25392.0,25192.0,25192.0,200.0,2025.10.14 19:45:28,1760471128244,25192.0,25192.25,25192.0,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,9928,200.0,45.25,False,False,95.2611671982934,1587.5,2791.1,1203.6,
380,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,5,FIRST_ALTERNATING_TRIANGLE,FIXED_200PTS,ADAPTIVE_MFE_GIVEBACK,SELL,2025.10.16 00:30:00,2025.10.16 01:00:00,1760576400021,25412.5,25413.25,25412.5,25612.5,25612.5,200.0,2025.10.16 13:45:45,1760622345095,25612.0,25612.5,25612.5,MFE_GIVEBACK_STOP,-200.0,-800.0,-400.0,1.2,-401.2,-1.0,45945,200.0,17.0,False,False,61.57931312025594,1186.3,2791.1,1604.8,
