signal_id,run_id,signal_bar_time,entry_time,entry_mode,direction,entry_bid,entry_ask,signal_open,signal_high,signal_low,signal_close,atr,cloud_bull,supertrend_dir,supertrend_line,qqe_blue,qqe_red,regime_age_bars
11,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.12 05:30:00,2025.09.12 06:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,24332.75,24333.5,24325.75,24338.0,24322.75,24333.25,15.732998548820808,True,1,24283.176004353536,True,False,33
12,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.17 02:00:00,2025.09.17 02:30:07,FIRST_ALTERNATING_TRIANGLE,SELL,24576.5,24577.25,24590.75,24592.25,24572.25,24577.75,17.671014682971798,False,-1,24635.26304404892,False,True,24
13,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.18 00:30:00,2025.09.18 01:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,24619.5,24620.25,24618.25,24625.5,24616.25,24624.0,49.06863420133608,True,1,24473.669097395992,True,False,10
14,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.19 08:30:00,2025.09.19 09:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,24760.75,24761.75,24764.5,24768.75,24701.75,24705.0,69.54562075469809,False,-1,24860.257486850925,False,True,14
15,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.21 22:00:00,2025.09.21 22:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,25340.0,25340.5,25357.75,25366.5,25326.25,25340.5,92.0382508168257,True,1,25070.26024754952,True,False,3
16,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.23 19:00:00,2025.09.23 19:30:00,FIRST_ALTERNATING_TRIANGLE,SELL,25301.5,25302.0,25289.75,25329.0,25289.25,25301.75,42.69713628667023,False,-1,25437.21640886001,False,True,12
17,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.28 23:30:00,2025.09.29 00:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,25271.0,25271.75,25264.0,25277.25,25257.75,25272.25,85.7753794088743,True,1,25010.17386177337,True,False,4
18,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.09.30 07:00:00,2025.09.30 07:30:00,FIRST_ALTERNATING_TRIANGLE,SELL,25303.25,25304.0,25312.5,25317.75,25284.5,25304.0,25.484952844080837,False,-1,25377.57985853224,False,True,23
19,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.01 11:00:00,2025.10.01 11:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,25279.25,25279.75,25233.0,25280.25,25230.5,25279.25,36.81014516044915,True,1,25144.944564518653,True,False,1
20,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.03 12:30:00,2025.10.03 13:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25619.25,25619.75,25637.5,25645.0,25602.5,25619.75,23.065011117582305,False,-1,25692.945033352746,False,True,1
21,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.08 19:30:00,2025.10.08 20:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,25829.0,25829.5,25811.5,25843.75,25802.25,25829.25,37.47303309423664,True,1,25710.58090071729,True,False,13
22,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.10 09:30:00,2025.10.10 10:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25755.0,25755.75,25801.5,25807.5,25750.5,25755.5,29.882447838807423,False,-1,25868.647343516423,False,True,1
23,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.13 20:00:00,2025.10.13 20:30:03,FIRST_ALTERNATING_TRIANGLE,BUY,25415.25,25415.75,25420.25,25426.75,25398.5,25415.5,66.23180007554689,True,1,25215.018999748176,True,False,45
24,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.14 13:30:00,2025.10.14 14:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25073.5,25074.75,25138.25,25141.0,24920.5,25075.75,84.14436023621322,False,-1,25245.50523215868,False,True,20
25,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.14 16:30:00,2025.10.14 17:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,25391.5,25392.0,25371.0,25447.0,25367.75,25391.75,95.2611671982934,True,1,25121.59149840512,True,False,3
26,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.16 00:30:00,2025.10.16 01:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25412.5,25413.25,25414.5,25417.0,25374.25,25413.25,61.57931312025594,False,-1,25537.005928239283,False,True,17
27,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.19 23:00:00,2025.10.19 23:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,25493.0,25494.75,25561.0,25563.5,25486.75,25494.25,138.70796263626016,True,1,25115.47345787913,True,False,3
28,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.21 22:30:00,2025.10.21 23:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25769.5,25770.25,25775.0,25778.5,25761.75,25770.0,39.293955396137285,False,-1,25844.177440872256,False,True,28
29,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.23 20:00:00,2025.10.23 20:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,25772.25,25772.75,25752.0,25780.5,25747.0,25772.5,51.1898377760028,True,1,25610.18048667199,True,False,14
30,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.10.30 06:30:00,2025.10.30 07:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,26722.5,26724.0,26718.0,26758.5,26716.75,26723.25,80.58332256030972,False,-1,26979.374967680928,False,True,6
31,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.05 16:00:00,2025.11.05 16:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,26241.75,26242.5,26219.5,26248.25,26157.75,26242.5,76.06511693672127,True,1,25981.4912768776,True,False,21
32,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.06 15:30:00,2025.11.06 16:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25802.0,25802.75,26005.25,26013.25,25790.25,25802.5,84.67246256703108,False,-1,26155.767387701093,False,True,4
33,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.10 20:00:00,2025.11.10 20:30:00,FIRST_ALTERNATING_TRIANGLE,BUY,26208.0,26208.5,26201.5,26227.75,26196.25,26209.5,54.70215948805442,True,1,26047.89352153584,True,False,3
34,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.12 14:30:00,2025.11.12 15:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,26093.0,26093.5,26278.0,26280.25,26061.0,26092.75,53.59801729804392,False,-1,26331.41905189413,False,True,1
35,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.14 19:30:00,2025.11.14 20:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,25727.25,25728.0,25703.0,25741.25,25683.0,25727.5,109.78355999659024,True,1,25397.80390440182,True,False,11
36,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.17 21:30:00,2025.11.17 23:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,25404.5,25405.5,25398.25,25408.75,25376.75,25405.0,96.00189923632276,False,-1,25595.09989397664,False,True,20
37,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.19 21:30:00,2025.11.19 23:00:00,FIRST_ALTERNATING_TRIANGLE,BUY,25458.5,25459.5,25350.0,25475.75,25349.0,25458.25,131.91630360455025,True,1,25016.62608918635,True,False,1
38,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.20 17:30:00,2025.11.20 18:00:00,FIRST_ALTERNATING_TRIANGLE,SELL,24893.5,24894.75,24948.25,24999.75,24808.0,24894.5,156.71834422719525,False,-1,25374.030032681585,False,True,4
39,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.11.24 02:30:00,2025.11.24 03:00:01,FIRST_ALTERNATING_TRIANGLE,BUY,25015.0,25016.0,24984.25,25015.75,24959.5,25014.75,136.55901697033704,True,1,24577.94794908899,True,False,8
40,QUANTORA_FIRST_TRIANGLE_FINAL15_@ENQ_1754006400,2025.12.03 15:00:00,2025.12.03 15:30:00,FIRST_ALTERNATING_TRIANGLE,SELL,26026.5,26027.0,25998.5,26074.0,25981.75,26026.75,59.90922451976341,False,-1,26152.44741506588,False,True,45
