trade_id,variant,side,signal_time,entry_time,entry_price,stop_loss,take_profit,exit_time,exit_price,exit_reason,status,lot_size,pnl_points,gross_pnl,commission,fees,net_pnl,pnl_r,mae_points,mfe_points,bars_held,costs_included
"TR000014","KEEPER_SL12_TP36",sell,"2025-10-30T10:23:00+00:00","2025-10-30T10:23:00+00:00",26118.30000000,26130.30000000,26082.30000000,"2025-10-30T10:51:00+00:00",26130.30000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,14.60000000,22.50000000,28,false
"TR000015","KEEPER_SL12_TP36",sell,"2025-10-30T11:29:00+00:00","2025-10-30T11:29:00+00:00",26123.20000000,26135.20000000,26087.20000000,"2025-10-30T11:43:00+00:00",26135.20000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,14.40000000,23.40000000,14,false
"TR000016","KEEPER_SL12_TP36",sell,"2025-11-04T08:57:00+00:00","2025-11-04T08:57:00+00:00",25655.70000000,25667.70000000,25619.70000000,"2025-11-04T09:05:00+00:00",25619.70000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,38.80000000,8,false
"TR000017","KEEPER_SL12_TP36",sell,"2025-11-04T09:29:00+00:00","2025-11-04T09:29:00+00:00",25643.10000000,25655.10000000,25607.10000000,"2025-11-04T09:35:00+00:00",25655.10000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,19.90000000,5.40000000,6,false
"TR000018","KEEPER_SL12_TP36",sell,"2025-11-04T09:39:00+00:00","2025-11-04T09:39:00+00:00",25658.20000000,25670.20000000,25622.20000000,"2025-11-04T09:53:00+00:00",25670.20000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.70000000,23.00000000,14,false
"TR000019","KEEPER_SL12_TP36",sell,"2025-11-04T10:21:00+00:00","2025-11-04T10:21:00+00:00",25634.60000000,25646.60000000,25598.60000000,"2025-11-04T10:23:00+00:00",25646.60000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,14.50000000,7.60000000,2,false
"TR000020","KEEPER_SL12_TP36",sell,"2025-11-04T10:35:00+00:00","2025-11-04T10:35:00+00:00",25644.10000000,25656.10000000,25608.10000000,"2025-11-04T10:40:00+00:00",25656.10000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.30000000,1.60000000,5,false
"TR000021","KEEPER_SL12_TP36",sell,"2025-11-04T10:42:00+00:00","2025-11-04T10:42:00+00:00",25652.40000000,25664.40000000,25616.40000000,"2025-11-04T11:06:00+00:00",25616.40000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,7.50000000,36.80000000,24,false
"TR000022","KEEPER_SL12_TP36",sell,"2025-11-05T06:02:00+00:00","2025-11-05T06:02:00+00:00",25384.50000000,25396.50000000,25348.50000000,"2025-11-05T06:08:00+00:00",25348.50000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,39.70000000,6,false
"TR000023","KEEPER_SL12_TP36",sell,"2025-11-05T07:25:00+00:00","2025-11-05T07:25:00+00:00",25390.70000000,25402.70000000,25354.70000000,"2025-11-05T07:30:00+00:00",25402.70000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.50000000,11.70000000,5,false
"TR000024","KEEPER_SL12_TP36",sell,"2025-11-05T07:32:00+00:00","2025-11-05T07:32:00+00:00",25403.40000000,25415.40000000,25367.40000000,"2025-11-05T07:45:00+00:00",25367.40000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.80000000,43.70000000,13,false
"TR000025","KEEPER_SL12_TP36",sell,"2025-11-05T08:30:00+00:00","2025-11-05T08:30:00+00:00",25406.10000000,25418.10000000,25370.10000000,"2025-11-05T08:33:00+00:00",25418.10000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,17.40000000,12.30000000,3,false
"TR000026","KEEPER_SL12_TP36",sell,"2025-11-05T08:34:00+00:00","2025-11-05T08:34:00+00:00",25411.30000000,25423.30000000,25375.30000000,"2025-11-05T09:09:00+00:00",25375.30000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,8.50000000,37.30000000,35,false
"TR000027","KEEPER_SL12_TP36",sell,"2025-11-05T09:39:00+00:00","2025-11-05T09:39:00+00:00",25368.20000000,25380.20000000,25332.20000000,"2025-11-05T10:00:00+00:00",25332.20000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,8.90000000,40.40000000,21,false
"TR000028","KEEPER_SL12_TP36",sell,"2025-11-05T10:20:00+00:00","2025-11-05T10:20:00+00:00",25386.70000000,25398.70000000,25350.70000000,"2025-11-05T10:30:00+00:00",25398.70000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.00000000,22.20000000,10,false
"TR000029","KEEPER_SL12_TP36",sell,"2025-11-05T10:31:00+00:00","2025-11-05T10:31:00+00:00",25395.40000000,25407.40000000,25359.40000000,"2025-11-05T10:45:00+00:00",25407.40000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.90000000,7.60000000,14,false
"TR000030","KEEPER_SL12_TP36",sell,"2025-11-05T11:04:00+00:00","2025-11-05T11:04:00+00:00",25405.40000000,25417.40000000,25369.40000000,"2025-11-05T11:07:00+00:00",25417.40000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,14.70000000,9.90000000,3,false
