trade_id,variant,side,signal_time,entry_time,entry_price,stop_loss,take_profit,exit_time,exit_price,exit_reason,status,lot_size,pnl_points,gross_pnl,commission,fees,net_pnl,pnl_r,mae_points,mfe_points,bars_held,costs_included
"TR000155","KEEPER_SL12_TP36",sell,"2026-02-27T12:22:00+00:00","2026-02-27T12:22:00+00:00",24969.60000000,24981.60000000,24933.60000000,"2026-02-27T12:30:00+00:00",24981.60000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,22.10000000,7.50000000,8,false
"TR000156","KEEPER_SL12_TP36",sell,"2026-03-02T12:40:00+00:00","2026-03-02T12:40:00+00:00",24629.00000000,24641.00000000,24593.00000000,"2026-03-02T12:44:00+00:00",24641.00000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.50000000,12.20000000,4,false
"TR000157","KEEPER_SL12_TP36",sell,"2026-03-02T12:45:00+00:00","2026-03-02T12:45:00+00:00",24633.90000000,24645.90000000,24597.90000000,"2026-03-02T13:16:00+00:00",24597.90000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.80000000,37.20000000,31,false
"TR000158","KEEPER_SL12_TP36",sell,"2026-03-02T13:22:00+00:00","2026-03-02T13:22:00+00:00",24622.50000000,24634.50000000,24586.50000000,"2026-03-02T13:32:00+00:00",24634.50000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.00000000,14.70000000,10,false
"TR000159","KEEPER_SL12_TP36",sell,"2026-03-02T13:38:00+00:00","2026-03-02T13:38:00+00:00",24636.40000000,24648.40000000,24600.40000000,"2026-03-02T13:45:00+00:00",24648.40000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,29.40000000,12.70000000,7,false
"TR000160","KEEPER_SL12_TP36",sell,"2026-03-02T13:53:00+00:00","2026-03-02T13:53:00+00:00",24662.90000000,24674.90000000,24626.90000000,"2026-03-02T14:07:00+00:00",24626.90000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,3.30000000,41.20000000,14,false
"TR000161","KEEPER_SL12_TP36",sell,"2026-03-03T06:23:00+00:00","2026-03-03T06:23:00+00:00",24804.40000000,24816.40000000,24768.40000000,"2026-03-03T06:29:00+00:00",24768.40000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,37.80000000,6,false
"TR000162","KEEPER_SL12_TP36",sell,"2026-03-03T07:03:00+00:00","2026-03-03T07:03:00+00:00",24778.70000000,24790.70000000,24742.70000000,"2026-03-03T07:09:00+00:00",24790.70000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.40000000,16.50000000,6,false
"TR000163","KEEPER_SL12_TP36",sell,"2026-03-03T07:10:00+00:00","2026-03-03T07:10:00+00:00",24778.70000000,24790.70000000,24742.70000000,"2026-03-03T07:37:00+00:00",24742.70000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,6.80000000,38.40000000,27,false
"TR000164","KEEPER_SL12_TP36",sell,"2026-03-03T08:37:00+00:00","2026-03-03T08:37:00+00:00",24741.80000000,24753.80000000,24705.80000000,"2026-03-03T08:48:00+00:00",24705.80000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,6.40000000,39.80000000,11,false
"TR000165","KEEPER_SL12_TP36",sell,"2026-03-03T09:06:00+00:00","2026-03-03T09:06:00+00:00",24722.70000000,24734.70000000,24686.70000000,"2026-03-03T09:08:00+00:00",24686.70000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,38.90000000,2,false
"TR000166","KEEPER_SL12_TP36",sell,"2026-03-03T10:10:00+00:00","2026-03-03T10:10:00+00:00",24651.80000000,24663.80000000,24615.80000000,"2026-03-03T10:13:00+00:00",24615.80000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,42.30000000,3,false
"TR000167","KEEPER_SL12_TP36",sell,"2026-03-04T08:46:00+00:00","2026-03-04T08:46:00+00:00",24535.40000000,24547.40000000,24499.40000000,"2026-03-04T09:01:00+00:00",24547.40000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.80000000,22.90000000,15,false
"TR000168","KEEPER_SL12_TP36",sell,"2026-03-04T09:22:00+00:00","2026-03-04T09:22:00+00:00",24536.60000000,24548.60000000,24500.60000000,"2026-03-04T09:23:00+00:00",24548.60000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,23.30000000,2.60000000,1,false
"TR000169","KEEPER_SL12_TP36",sell,"2026-03-05T06:17:00+00:00","2026-03-05T06:17:00+00:00",25036.10000000,25048.10000000,25000.10000000,"2026-03-05T06:21:00+00:00",25048.10000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.60000000,3.70000000,4,false
"TR000170","KEEPER_SL12_TP36",sell,"2026-03-05T08:24:00+00:00","2026-03-05T08:24:00+00:00",24981.20000000,24993.20000000,24945.20000000,"2026-03-05T08:50:00+00:00",24993.20000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,44.70000000,29.10000000,26,false
"TR000171","KEEPER_SL12_TP36",sell,"2026-03-05T09:05:00+00:00","2026-03-05T09:05:00+00:00",25033.80000000,25045.80000000,24997.80000000,"2026-03-05T09:10:00+00:00",25045.80000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.40000000,11.30000000,5,false
"TR000172","KEEPER_SL12_TP36",sell,"2026-03-05T10:00:00+00:00","2026-03-05T10:00:00+00:00",25035.80000000,25047.80000000,24999.80000000,"2026-03-05T10:03:00+00:00",24999.80000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,2.80000000,45.10000000,3,false
"TR000173","KEEPER_SL12_TP36",sell,"2026-03-05T12:38:00+00:00","2026-03-05T12:38:00+00:00",25104.50000000,25116.50000000,25068.50000000,"2026-03-05T12:41:00+00:00",25068.50000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.00000000,40.50000000,3,false
"TR000174","KEEPER_SL12_TP36",sell,"2026-03-05T13:10:00+00:00","2026-03-05T13:10:00+00:00",25085.70000000,25097.70000000,25049.70000000,"2026-03-05T13:13:00+00:00",25097.70000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.40000000,6.20000000,3,false
"TR000175","KEEPER_SL12_TP36",sell,"2026-03-05T13:28:00+00:00","2026-03-05T13:28:00+00:00",25105.80000000,25117.80000000,25069.80000000,"2026-03-05T13:55:00+00:00",25069.80000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,10.30000000,39.90000000,27,false
"TR000176","KEEPER_SL12_TP36",sell,"2026-03-09T06:23:00+00:00","2026-03-09T06:23:00+00:00",24089.90000000,24101.90000000,24053.90000000,"2026-03-09T06:34:00+00:00",24101.90000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,13.30000000,23.80000000,11,false
"TR000177","KEEPER_SL12_TP36",sell,"2026-03-09T06:35:00+00:00","2026-03-09T06:35:00+00:00",24097.60000000,24109.60000000,24061.60000000,"2026-03-09T06:42:00+00:00",24061.60000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,0.10000000,37.90000000,7,false
"TR000178","KEEPER_SL12_TP36",sell,"2026-03-09T07:01:00+00:00","2026-03-09T07:01:00+00:00",24080.10000000,24092.10000000,24044.10000000,"2026-03-09T07:02:00+00:00",24092.10000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,24.40000000,5.00000000,1,false
"TR000179","KEEPER_SL12_TP36",sell,"2026-03-09T07:12:00+00:00","2026-03-09T07:12:00+00:00",24096.20000000,24108.20000000,24060.20000000,"2026-03-09T07:25:00+00:00",24108.20000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,12.50000000,20.40000000,13,false
"TR000180","KEEPER_SL12_TP36",sell,"2026-03-09T08:15:00+00:00","2026-03-09T08:15:00+00:00",24108.30000000,24120.30000000,24072.30000000,"2026-03-09T08:20:00+00:00",24120.30000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,15.30000000,18.10000000,5,false
"TR000181","KEEPER_SL12_TP36",sell,"2026-03-10T06:02:00+00:00","2026-03-10T06:02:00+00:00",24909.40000000,24921.40000000,24873.40000000,"2026-03-10T06:21:00+00:00",24921.40000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,24.60000000,16.00000000,19,false
"TR000182","KEEPER_SL12_TP36",sell,"2026-03-10T06:23:00+00:00","2026-03-10T06:23:00+00:00",24917.30000000,24929.30000000,24881.30000000,"2026-03-10T06:32:00+00:00",24881.30000000,TP,closed,0.10,36.00000000,72.00000000,0.00000000,0.00000000,72.00000000,3.00000000,1.50000000,37.30000000,9,false
"TR000183","KEEPER_SL12_TP36",sell,"2026-03-10T07:13:00+00:00","2026-03-10T07:13:00+00:00",24863.00000000,24875.00000000,24827.00000000,"2026-03-10T07:19:00+00:00",24875.00000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,15.20000000,11.30000000,6,false
"TR000184","KEEPER_SL12_TP36",sell,"2026-03-10T08:17:00+00:00","2026-03-10T08:17:00+00:00",24917.90000000,24929.90000000,24881.90000000,"2026-03-10T08:53:00+00:00",24929.90000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,15.00000000,25.90000000,36,false
"TR000185","KEEPER_SL12_TP36",sell,"2026-03-10T10:14:00+00:00","2026-03-10T10:14:00+00:00",24962.70000000,24974.70000000,24926.70000000,"2026-03-10T10:18:00+00:00",24974.70000000,SL,closed,0.10,-12.00000000,-24.00000000,0.00000000,0.00000000,-24.00000000,-1.00000000,14.20000000,3.20000000,4,false
