run_id,broker,server,account_currency,symbol,description,digits,point,tick_size,tick_value,tick_value_profit,tick_value_loss,contract_size,volume_min,volume_max,volume_step,stops_level,freeze_level,calc_mode,profit_currency,margin_currency,generated_at
SEA2575_AMP_@ENQ_1754006400,AMP Global Clearing LLC,AMPGlobalUSA-Live,USD,@ENQ,E-mini NASDAQ-100,2,0.01,0.25,5.0,5.0,5.0,1.0,0.01,1000000000.0,0.01,0,0,33,USD,USD,2025.08.01 00:00:00
