run_id,strategy,version,calculation_mode,entry_model,execution_mode,work_tf,atr_tf,atr_len,baseline_len,confirm_sec,stop_price_distance,stop_ticks,requested_volume,magic,rearm_policy,target_policy,intrabar_priority,session_filter,server_utc_offset_hours,ny_dst_enabled,allowed_et_windows,blocked_et_windows
SEA2575_AMP_@ENQ_1754006400,SEA2575,1.07,LIVE_INTRABAR,Q_PINE_INTRABAR_ORIGIN,TESTER_ORDERS,PERIOD_M30,PERIOD_M3,14,2200,60,100.0,400.0,0.1,257500,opposite_extreme_required,BUY_CLOSED_SMOOTHED_K80_SELL_CLOSED_SMOOTHED_K20,SL_INTRABAR_THEN_TARGET_ON_M30_CLOSE,Q_EXCLUDE_MIDDAY_AND_OVERNIGHT,0,true,03:00-11:30|14:00-18:00,11:30-14:00|18:00-03:00
