run_id,time,time_msc,balance,equity,floating_pnl,realized_pnl,drawdown_absolute,drawdown_percent,active_position,trade_id
STOCHEXTREME_ORO_XAUUSD_1789128901,2026.09.11 13:15:01,1789132501243,2332.46,2290.39,-42.070000000000164,0.0,42.070000000000164,1.8036750898193394,NONE,0
STOCHEXTREME_ORO_XAUUSD_1789128901,2026.09.11 13:15:11,1789132511899,2332.46,2290.5,-41.960000000000036,0.0,41.960000000000036,1.7989590389545818,NONE,0
