run_id,symbol,first_tick,last_tick,first_usable_signal_time,ticks_processed,work_bars_seen,warmup_complete
STOCHEXTREME_ORO_XAUUSD_1751328000,XAUUSD,2025.07.01 01:00:00,2026.09.10 23:58:59,2025.07.01 00:00:00,88570573,14198,true
