run_id,strategy,version,calculation_mode,entry_model,execution_mode,work_tf,atr_tf,atr_len,baseline_len,confirm_sec,stop_price_distance,requested_volume,magic,session_filter,mfe_level1,giveback1,mfe_level2,giveback2,mfe_level3,giveback3,use_target_fallback
STOCHEXTREME_ORO_XAUUSD_1789128901,STOCHEXTREME_IC,2.27,LIVE_INTRABAR,Q_PINE_INTRABAR_ORIGIN,REAL_ORDERS,PERIOD_M30,PERIOD_M3,14,2200,60,30.0,0.04,257520,Q_EXCLUDE_MIDDAY_AND_OVERNIGHT,200.0,150.0,400.0,200.0,700.0,250.0,true
